name,tier,miniLvl,grouping,disambiguation,category,baseItem,baseInfluences,dimensions,retired,owned,altOwned,relic,updated,poedbUrl,poewikilink,foundBy,foundDateUTC,score,doubleCorrupted,enchanted,quality,grading,location,doubleInfluenced,sixLinked,whiteSocketCount
"Ewar's Mirage",5,26,T5,,Sword,"Antique Rapier",,1x4,,1,,,,https://poedb.tw/us/Ewars_Mirage,https://www.poewiki.net/wiki/Ewar%27s_Mirage,,,,,,,N/A,N/A,,,
"Expedition's End",3,59,League,,"Body Armour","Sentinel Jacket",,2x3,,1,,,,https://poedb.tw/us/Expeditions_End,https://www.poewiki.net/wiki/Expedition%27s_End,,,,,,,N/A,N/A,,,
"Extractor Mentis",5,20,T5,,Amulet,"Agate Amulet",,1x1,,1,,,,https://poedb.tw/us/Extractor_Mentis,https://www.poewiki.net/wiki/Extractor_Mentis,,,,,,,N/A,N/A,,,
"Eye of Chayula",3,25,T3,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Eye_of_Chayula,https://www.poewiki.net/wiki/Eye_of_Chayula,,,,,,,N/A,N/A,,,
"Eye of Innocence",5,77,T5,,Amulet,"Citrine Amulet",,1x1,,1,,,,https://poedb.tw/us/Eye_of_Innocence,https://www.poewiki.net/wiki/Eye_of_Innocence,,,,,,,N/A,N/A,,,
"Eye of Malice",4,73,T4,,Helmet,"Callous Mask",,2x2,,1,,,,https://poedb.tw/us/Eye_of_Malice,https://www.poewiki.net/wiki/Eye_of_Malice,,,,,,,N/A,N/A,,,
"Eyes of the Greatwolf",2,82,T2,,Amulet,"Greatwolf Talisman",,1x1,,1,,,,https://poedb.tw/us/Eyes_of_the_Greatwolf,https://www.poewiki.net/wiki/Eyes_of_the_Greatwolf,,,,,,,N/A,N/A,,,
"Ezomyte Peak",5,1,T5,,Helmet,"Iron Hat",,2x2,,1,,,,https://poedb.tw/us/Ezomyte_Peak,https://www.poewiki.net/wiki/Ezomyte_Peak,,,,,,,N/A,N/A,,,
Facebreaker,4,16,T4,,Gloves,"Strapped Mitts",,2x2,,1,,,,https://poedb.tw/us/Facebreaker,https://www.poewiki.net/wiki/Facebreaker,,,,,,,N/A,N/A,,,
"Fairgraves' Tricorne",3,10,T3,,Helmet,Tricorne,,2x2,,1,,,,https://poedb.tw/us/Fairgraves_Tricorne,https://www.poewiki.net/wiki/Fairgraves%27_Tricorne,,,,,,,N/A,N/A,,,
Faithguard,4,25,League,,Helmet,"Runic Helm",,2x2,,1,,,,https://poedb.tw/us/Faithguard,https://www.poewiki.net/wiki/Faithguard,,,,,,,N/A,N/A,,,
Faminebind,5,18,T5,,Belt,"Rustic Sash",,2x1,,1,,,,https://poedb.tw/us/Faminebind,https://www.poewiki.net/wiki/Faminebind,,,,,,,N/A,N/A,,,
"Farrul's Bite",2,57,League,,Helmet,"Harlequin Mask",,2x2,,1,,,,https://poedb.tw/us/Farruls_Bite,https://www.poewiki.net/wiki/Farrul%27s_Bite,,,,,,,N/A,N/A,,,
"Farrul's Chase",2,69,League,,Boots,"Slink Boots",,2x2,,1,,,,https://poedb.tw/us/Farruls_Chase,https://www.poewiki.net/wiki/Farrul%27s_Chase,,,,,,,N/A,N/A,,,
"Farrul's Fur",2,69,League,,"Body Armour","Triumphant Lamellar",,2x3,,1,,,,https://poedb.tw/us/Farruls_Fur,https://www.poewiki.net/wiki/Farrul%27s_Fur,,,,,,,N/A,N/A,,,
"Farrul's Pounce",2,59,League,,Gloves,"Hydrascale Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Farruls_Pounce,https://www.poewiki.net/wiki/Farrul%27s_Pounce,,,,,,,N/A,N/A,,,
"Fate of the Vaal",3,56,League,,Sword,"Gemstone Sword",,1x3,,1,,,,https://poedb.tw/us/Fate_of_the_Vaal,https://www.poewiki.net/wiki/Fate_of_the_Vaal,,,,,,,N/A,N/A,,,
"Fated End",3,5,League,,Ring,"Paua Ring",,1x1,,1,,,,https://poedb.tw/us/Fated_End,https://www.poewiki.net/wiki/Fated_End,,,,,,,N/A,N/A,,,
Feastbind,5,11,T5,,Belt,"Rustic Sash",,2x1,,1,,,,https://poedb.tw/us/Feastbind,https://www.poewiki.net/wiki/Feastbind,,,,,,,N/A,N/A,,,
"Femurs of the Saints",5,58,T5,,Staff,"Primordial Staff",,2x4,,1,,,,https://poedb.tw/us/Femurs_of_the_Saints,https://www.poewiki.net/wiki/Femurs_of_the_Saints,,,,,,,N/A,N/A,,,
Fencoil,5,4,T5,,Staff,"Gnarled Branch",,1x4,,1,,,,https://poedb.tw/us/Fencoil,https://www.poewiki.net/wiki/Fencoil,,,,,,,N/A,N/A,,,
"Fenumus' Shroud",3,65,League,,"Body Armour","Widowsilk Robe",,2x3,,1,,,,https://poedb.tw/us/Fenumus_Shroud,https://www.poewiki.net/wiki/Fenumus%27_Shroud,,,,,,,N/A,N/A,,,
"Fenumus' Spinnerets",3,63,League,,Boots,"Assassin's Boots",,2x2,,1,,,,https://poedb.tw/us/Fenumus_Spinnerets,https://www.poewiki.net/wiki/Fenumus%27_Spinnerets,,,,,,,N/A,N/A,,,
"Fenumus' Toxins",3,54,League,,Helmet,"Necromancer Circlet",,2x2,,1,,,,https://poedb.tw/us/Fenumus_Toxins,https://www.poewiki.net/wiki/Fenumus%27_Toxins,,,,,,,N/A,N/A,,,
"Fenumus' Weave",3,50,League,,Gloves,"Carnal Mitts",,2x2,,1,,,,https://poedb.tw/us/Fenumus_Weave,https://www.poewiki.net/wiki/Fenumus%27_Weave,,,,,,,N/A,N/A,,,
"Fertile Mind",3,20,Vaal_Orb,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Fertile_Mind,https://www.poewiki.net/wiki/Fertile_Mind,,,,,,,N/A,N/A,,,
"Fevered Mind",3,20,Vaal_Orb,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Fevered_Mind,https://www.poewiki.net/wiki/Fevered_Mind,,,,,,,N/A,N/A,,,
"Fidelitas' Spike",5,22,T5,,Sword,"Jagged Foil",,1x4,,1,,,,https://poedb.tw/us/Fidelitas_Spike,https://www.poewiki.net/wiki/Fidelitas%27_Spike,,,,,,,N/A,N/A,,,
Firesong,2,20,T2,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Firesong,https://www.poewiki.net/wiki/Firesong,,,,,,,N/A,N/A,,,
Flamesight,3,73,T3,,Helmet,"Solaris Circlet",,2x2,,1,,,,https://poedb.tw/us/Flamesight,https://www.poewiki.net/wiki/Flamesight,,,,,,,N/A,N/A,,,
"Flesh and Spirit",4,15,T4,,Gloves,"Ironscale Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Flesh_and_Spirit,https://www.poewiki.net/wiki/Flesh_and_Spirit,,,,,,,N/A,N/A,,,
Flesh-Eater,5,32,T5,,Mace,"Dream Mace",,2x3,,1,,,,https://poedb.tw/us/Flesh-Eater,https://www.poewiki.net/wiki/Flesh-Eater,,,,,,,N/A,N/A,,,
Fleshcrafter,2,59,T2,,"Body Armour","Necromancer Silks",,2x3,,1,,,,https://poedb.tw/us/Fleshcrafter,https://www.poewiki.net/wiki/Fleshcrafter,,,,,,,N/A,N/A,,,
"Fluid Motion",3,20,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Fluid_Motion,https://www.poewiki.net/wiki/Fluid_Motion,,,,,,,N/A,N/A,,,
"Font of Thunder",3,66,League,,Shield,"Mirrored Spiked Shield",,2x2,,1,,,,https://poedb.tw/us/Font_of_Thunder,https://www.poewiki.net/wiki/Font_of_Thunder,,,,,,,N/A,N/A,,,
"Forbidden Flame",3,20,Pinnacle,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Forbidden_Flame,https://www.poewiki.net/wiki/Forbidden_Flame,,,,,,,N/A,N/A,,,
"Forbidden Flesh",3,20,Pinnacle,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Forbidden_Flesh,https://www.poewiki.net/wiki/Forbidden_Flesh,,,,,,,N/A,N/A,,,
"Forbidden Shako",3,53,League,,Helmet,"Great Crown",,2x2,,1,,,,https://poedb.tw/us/Forbidden_Shako,https://www.poewiki.net/wiki/Forbidden_Shako,,,,,,,N/A,N/A,,,
"Forbidden Taste",4,45,T4,,Flask,"Quartz Flask",,1x2,,1,,,,https://poedb.tw/us/Forbidden_Taste,https://www.poewiki.net/wiki/Forbidden_Taste,,,,,,,N/A,N/A,,,
"Fortress Covenant",3,20,Vaal_Orb,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Fortress_Covenant,https://www.poewiki.net/wiki/Fortress_Covenant,,,,,,,N/A,N/A,,,
Foxshade,5,25,T5,,"Body Armour","Wild Leather",,2x3,,1,,,,https://poedb.tw/us/Foxshade,https://www.poewiki.net/wiki/Foxshade,,,,,,,N/A,N/A,,,
"Fractal Thoughts",3,62,T3,,Helmet,"Vaal Mask",,2x2,,1,,,,https://poedb.tw/us/Fractal_Thoughts,https://www.poewiki.net/wiki/Fractal_Thoughts,,,,,,,N/A,N/A,,,
Fragility,3,20,Vaal_Orb,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Fragility,https://www.poewiki.net/wiki/Fragility,,,,,,,N/A,N/A,,,
Frostbreath,4,50,T4,,Mace,"Ornate Mace",,2x3,,1,,,,https://poedb.tw/us/Frostbreath,https://www.poewiki.net/wiki/Frostbreath,,,,,,,N/A,N/A,,,
"Fury Valve",3,40,T3,,Amulet,"Turquoise Amulet",,1x1,,1,,,,https://poedb.tw/us/Fury_Valve,https://www.poewiki.net/wiki/Fury_Valve,,,,,,,N/A,N/A,,,
Galesight,3,73,T3,,Helmet,"Solaris Circlet",,2x2,,1,,,,https://poedb.tw/us/Galesight,https://www.poewiki.net/wiki/Galesight,,,,,,,N/A,N/A,,,
Gamblesprint,3,59,League,,Boots,"Hydrascale Boots",,2x2,,1,,,,https://poedb.tw/us/Gamblesprint,https://www.poewiki.net/wiki/Gamblesprint,,,,,,,N/A,N/A,,,
"Gang's Momentum",5,58,T5,,Boots,"Legion Boots",,2x2,,1,,,,https://poedb.tw/us/Gangs_Momentum,https://www.poewiki.net/wiki/Gang%27s_Momentum,,,,,,,N/A,N/A,,,
"Garb of the Ephemeral",2,56,Pinnacle,,"Body Armour","Savant's Robe",synthesised,2x3,,1,,,,https://poedb.tw/us/Garb_of_the_Ephemeral,https://www.poewiki.net/wiki/Garb_of_the_Ephemeral,,,,,,,N/A,N/A,,,
"Garukhan's Flight",1,62,T1,,Boots,"Stealth Boots",,2x2,,1,,,,https://poedb.tw/us/Garukhans_Flight,https://www.poewiki.net/wiki/Garukhan%27s_Flight,,,,,,,N/A,N/A,,,
"Geofri's Baptism",5,27,T5,,Mace,"Brass Maul",,2x4,,1,,,,https://poedb.tw/us/Geofris_Baptism,https://www.poewiki.net/wiki/Geofri%27s_Baptism,,,,,,,N/A,N/A,,,
"Geofri's Crest",4,53,T4,,Helmet,"Great Crown",,2x2,,1,,,,https://poedb.tw/us/Geofris_Crest,https://www.poewiki.net/wiki/Geofri%27s_Crest,,,,,,,N/A,N/A,,,
"Geofri's Sanctuary",4,64,T4,,"Body Armour","Elegant Ringmail",,2x3,,1,,,,https://poedb.tw/us/Geofris_Sanctuary,https://www.poewiki.net/wiki/Geofri%27s_Sanctuary,,,,,,,N/A,N/A,,,
Ghostwrithe,4,11,T4,,"Body Armour","Silken Vest",,2x3,,1,,,,https://poedb.tw/us/Ghostwrithe,https://www.poewiki.net/wiki/Ghostwrithe,,,,,,,N/A,N/A,,,
Giantsbane,5,23,T5,,Gloves,"Bronze Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Giantsbane,https://www.poewiki.net/wiki/Giantsbane,,,,,,,N/A,N/A,,,
"Gifts from Above",4,28,T4,,Ring,"Diamond Ring",,1x1,,1,,,,https://poedb.tw/us/Gifts_from_Above,https://www.poewiki.net/wiki/Gifts_from_Above,,,,,,,N/A,N/A,,,
"Glimpse of Chaos",3,62,League,,Helmet,"Vaal Mask",,2x2,,1,,,,https://poedb.tw/us/Glimpse_of_Chaos,https://www.poewiki.net/wiki/Glimpse_of_Chaos,,,,,,,N/A,N/A,,,
Gloomfang,3,77,T3,,Amulet,"Blue Pearl Amulet",,1x1,,1,,,,https://poedb.tw/us/Gloomfang,https://www.poewiki.net/wiki/Gloomfang,,,,,,,N/A,N/A,,,
"Glorious Vanity",3,68,League,,Jewel,"Timeless Jewel",,1x1,,1,,,,https://poedb.tw/us/Glorious_Vanity,https://www.poewiki.net/wiki/Glorious_Vanity,,,,,,,N/A,N/A,,,
Gluttony,4,48,T4,,Belt,"Leather Belt",,2x1,,1,,,,https://poedb.tw/us/Gluttony,https://www.poewiki.net/wiki/Gluttony,,,,,,,N/A,N/A,,,
Goblinedge,5,60,T5,,Dagger,Ambusher,,1x3,,1,,,,https://poedb.tw/us/Goblinedge,https://www.poewiki.net/wiki/Goblinedge,,,,,,,N/A,N/A,,,
Goldrim,4,3,T4,,Helmet,"Leather Cap",,2x2,,1,,,,https://poedb.tw/us/Goldrim,https://www.poewiki.net/wiki/Goldrim,,,,,,,N/A,N/A,,,
Goldwyrm,4,34,T4,,Boots,"Nubuck Boots",,2x2,,1,,,,https://poedb.tw/us/Goldwyrm,https://www.poewiki.net/wiki/Goldwyrm,,,,,,,N/A,N/A,,,
Gorebreaker,5,10,T5,,Mace,"Spiked Club",,1x3,,1,,,,https://poedb.tw/us/Gorebreaker,https://www.poewiki.net/wiki/Gorebreaker,,,,,,,N/A,N/A,,,
Goredrill,5,5,T5,,Dagger,"Skinning Knife",,1x3,,1,,,,https://poedb.tw/us/Goredrill,https://www.poewiki.net/wiki/Goredrill,,,,,,,N/A,N/A,,,
"Gorgon's Gaze",3,52,Boss,,Helmet,"Regicide Mask",,2x2,,1,,,,https://poedb.tw/us/Gorgons_Gaze,https://www.poewiki.net/wiki/Gorgon%27s_Gaze,,,,,,,N/A,N/A,,,
"Grace of the Goddess",2,68,Uber,,Wand,"Prophecy Wand",,1x3,,1,,,,https://poedb.tw/us/Grace_of_the_Goddess,https://www.poewiki.net/wiki/Grace_of_the_Goddess,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Elemental Resist",Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Critical Strike Chance",Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Endurance Charges",Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Frenzy Charges",Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Critical Strike Multiplier",Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Power Charges",Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Avoid Elemental Ailments",Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Elemental Damage",Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grand Spectrum",2,20,League,"Max Life",Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Grand_Spectrum,https://www.poewiki.net/wiki/Grand_Spectrum,,,,,,,N/A,N/A,,,
"Grasping Nightshade",3,52,T3,,Tincture,"Sporebloom Tincture",,1x2,,1,,,,https://poedb.tw/us/Grasping_Nightshade,https://www.poewiki.net/wiki/Grasping_Nightshade,,,,,,,N/A,N/A,,,
"Grattus Signet",4,25,T4,,Ring,"Diamond Ring",,1x1,,1,,,,https://poedb.tw/us/Grattus_Signet,https://www.poewiki.net/wiki/Grattus_Signet,,,,,,,N/A,N/A,,,
Gravebind,2,59,T2,,Gloves,"Hydrascale Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Gravebind,https://www.poewiki.net/wiki/Gravebind,,,,,,,N/A,N/A,,,
"Graven's Secret",3,20,Pinnacle,,Belt,"Cloth Belt",,2x1,,1,,,,https://poedb.tw/us/Gravens_Secret,https://www.poewiki.net/wiki/Graven%27s_Secret,,,,,,,N/A,N/A,,,
"Great Old One's Tentacles",4,70,T4,,Gloves,"Eelskin Gloves",,2x2,,1,,,,https://poedb.tw/us/Great_Old_Ones_Tentacles,https://www.poewiki.net/wiki/Great_Old_One%27s_Tentacles,,,,,,,N/A,N/A,,,
"Great Old One's Ward",4,46,T4,,Shield,"Corrugated Buckler",,2x2,,1,,,,https://poedb.tw/us/Great_Old_Ones_Ward,https://www.poewiki.net/wiki/Great_Old_One%27s_Ward,,,,,,,N/A,N/A,,,
"Greed's Embrace",4,56,T4,,"Body Armour","Golden Plate",,2x3,,1,,,,https://poedb.tw/us/Greeds_Embrace,https://www.poewiki.net/wiki/Greed%27s_Embrace,,,,,,,N/A,N/A,,,
"Grelwood Shank",3,77,T3,,Sword,"Eternal Sword",,2x3,,1,,,,https://poedb.tw/us/Grelwood_Shank,https://www.poewiki.net/wiki/Grelwood_Shank,,,,,,,N/A,N/A,,,
"Grip of the Council",3,60,T3,,Gloves,"Arcanist Gloves",,2x2,,1,,,,https://poedb.tw/us/Grip_of_the_Council,https://www.poewiki.net/wiki/Grip_of_the_Council,,,,,,,N/A,N/A,,,
"Gruthkul's Pelt",1,38,T1,,"Body Armour","Wyrmscale Doublet",,2x3,,1,,,,https://poedb.tw/us/Gruthkuls_Pelt,https://www.poewiki.net/wiki/Gruthkul%27s_Pelt,,,,,,,N/A,N/A,,,
Haemophilia,3,43,T3,,Gloves,"Serpentscale Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Haemophilia,https://www.poewiki.net/wiki/Haemophilia,,,,,,,N/A,N/A,,,
"Hale Negator",3,65,League,,Helmet,"Mind Cage",,2x2,,1,,,,https://poedb.tw/us/Hale_Negator,https://www.poewiki.net/wiki/Hale_Negator,,,,,,,N/A,N/A,,,
"Hall of Grandmasters",5,69,T5,,Map,"Promenade Map",,1x1,,1,,,,https://poedb.tw/us/Hall_of_Grandmasters,https://www.poewiki.net/wiki/Hall_of_Grandmasters,,,,,,,N/A,N/A,,,
"Hallowed Ground",5,71,T5,,Map,"Cemetery Map",,1x1,,1,,,,https://poedb.tw/us/Hallowed_Ground,https://www.poewiki.net/wiki/Hallowed_Ground,,,,,,,N/A,N/A,,,
"Hand of the Fervent",2,43,League,,Gloves,"Zealot Gloves",,2x2,,1,,,,https://poedb.tw/us/Hand_of_the_Fervent,https://www.poewiki.net/wiki/Hand_of_the_Fervent,,,,,,,N/A,N/A,,,
"Hand of Thought and Motion",3,68,League,,Claw,"Imperial Claw",,2x2,,1,,,,https://poedb.tw/us/Hand_of_Thought_and_Motion,https://www.poewiki.net/wiki/Hand_of_Thought_and_Motion,,,,,,,N/A,N/A,,,
"Hand of Wisdom and Action",2,68,League,,Claw,"Imperial Claw",,2x2,,1,,,,https://poedb.tw/us/Hand_of_Wisdom_and_Action,https://www.poewiki.net/wiki/Hand_of_Wisdom_and_Action,,,,,,,N/A,N/A,,,
"Hands of the High Templar",3,66,Pinnacle,,Gloves,"Crusader Gloves",,2x2,,1,,,,https://poedb.tw/us/Hands_of_the_High_Templar,https://www.poewiki.net/wiki/Hands_of_the_High_Templar,,,,,,,N/A,N/A,,,
Hateforge,0,47,League,,Gloves,"Ancient Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Hateforge,https://www.poewiki.net/wiki/Hateforge,,,,,,,N/A,N/A,,,
Headhunter,0,75,T0,,Belt,"Leather Belt",,2x1,,1,,,,https://poedb.tw/us/Headhunter,https://www.poewiki.net/wiki/Headhunter,,,,,,,N/A,N/A,,,
"Healthy Mind",3,20,Vaal_Orb,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Healthy_Mind,https://www.poewiki.net/wiki/Healthy_Mind,,,,,,,N/A,N/A,,,
"Heartbound Loop",4,50,T4,,Ring,"Moonstone Ring",,1x1,,1,,,,https://poedb.tw/us/Heartbound_Loop,https://www.poewiki.net/wiki/Heartbound_Loop,,,,,,,N/A,N/A,,,
Heartbreaker,5,50,T5,,Dagger,"Royal Skean",,1x3,,1,,,,https://poedb.tw/us/Heartbreaker,https://www.poewiki.net/wiki/Heartbreaker,,,,,,,N/A,N/A,,,
Heatshiver,3,20,T3,,Helmet,"Leather Hood",,2x2,,1,,,,https://poedb.tw/us/Heatshiver,https://www.poewiki.net/wiki/Heatshiver,,,,,,,N/A,N/A,,,
"Hegemony's Era",3,71,T3,,Staff,"Judgement Staff",,2x4,,1,,,,https://poedb.tw/us/Hegemonys_Era,https://www.poewiki.net/wiki/Hegemony%27s_Era,,,,,,,N/A,N/A,,,
"Heretic's Veil",2,67,T2,,Helmet,"Deicide Mask",,2x2,,1,,,,https://poedb.tw/us/Heretics_Veil,https://www.poewiki.net/wiki/Heretic%27s_Veil,,,,,,,N/A,N/A,,,
"Hezmana's Bloodlust",3,64,T3,,Axe,"Vaal Axe",,2x4,,1,,,,https://poedb.tw/us/Hezmanas_Bloodlust,https://www.poewiki.net/wiki/Hezmana%27s_Bloodlust,,,,,,,N/A,N/A,,,
"Hidden Potential",3,75,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Hidden_Potential,https://www.poewiki.net/wiki/Hidden_Potential,,,,,,,N/A,N/A,,,
Hiltless,4,59,T4,,Sword,"Reaver Sword",,2x4,,1,,,,https://poedb.tw/us/Hiltless,https://www.poewiki.net/wiki/Hiltless,,,,,,,N/A,N/A,,,
"Hinekora's Sight",3,44,T3,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Hinekoras_Sight,https://www.poewiki.net/wiki/Hinekora%27s_Sight,,,,,,,N/A,N/A,,,
Honourhome,5,12,T5,,Helmet,"Soldier Helmet",,2x2,,1,,,,https://poedb.tw/us/Honourhome,https://www.poewiki.net/wiki/Honourhome,,,,,,,N/A,N/A,,,
Hopeshredder,3,75,Pinnacle,,Bow,"Ranger Bow",elder,2x4,,1,,,,https://poedb.tw/us/Hopeshredder,https://www.poewiki.net/wiki/Hopeshredder,,,,,,,N/A,N/A,,,
"Hrimnor's Hymn",5,17,T5,,Mace,Sledgehammer,,2x4,,1,,,,https://poedb.tw/us/Hrimnors_Hymn,https://www.poewiki.net/wiki/Hrimnor%27s_Hymn,,,,,,,N/A,N/A,,,
"Hrimnor's Resolve",5,55,T5,,Helmet,"Samnite Helmet",,2x2,,1,,,,https://poedb.tw/us/Hrimnors_Resolve,https://www.poewiki.net/wiki/Hrimnor%27s_Resolve,,,,,,,N/A,N/A,,,
Hrimsorrow,5,9,T5,,Gloves,"Goathide Gloves",,2x2,,1,,,,https://poedb.tw/us/Hrimsorrow,https://www.poewiki.net/wiki/Hrimsorrow,,,,,,,N/A,N/A,,,
"Hyaon's Fury",4,62,T4,,Sword,"Legion Sword",,2x3,,1,,,,https://poedb.tw/us/Hyaons_Fury,https://www.poewiki.net/wiki/Hyaon%27s_Fury,,,,,,,N/A,N/A,,,
Hyperboreus,3,10,League,,Belt,"Leather Belt",veiled,2x1,,1,,,,https://poedb.tw/us/Hyperboreus,https://www.poewiki.net/wiki/Hyperboreus,,,,,,,N/A,N/A,,,
"Hyrri's Bite",5,14,Recipe,,Quiver,"Sharktooth Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/Hyrris_Bite,https://www.poewiki.net/wiki/Hyrri%27s_Bite,,,,,,,N/A,N/A,,,
"Hyrri's Ire",2,65,T2,,"Body Armour","Zodiac Leather",,2x3,,1,,,,https://poedb.tw/us/Hyrris_Ire,https://www.poewiki.net/wiki/Hyrri%27s_Ire,,,,,,,N/A,N/A,,,
"Hyrri's Truth",4,64,T4,,Amulet,"Jade Amulet",,1x1,,1,,,,https://poedb.tw/us/Hyrris_Truth,https://www.poewiki.net/wiki/Hyrri%27s_Truth,,,,,,,N/A,N/A,,,
"Icefang Orbit",4,49,T4,,Ring,"Iron Ring",,1x1,,1,,,,https://poedb.tw/us/Icefang_Orbit,https://www.poewiki.net/wiki/Icefang_Orbit,,,,,,,N/A,N/A,,,
Icetomb,5,39,T5,,"Body Armour","Latticed Ringmail",,2x3,,1,,,,https://poedb.tw/us/Icetomb,https://www.poewiki.net/wiki/Icetomb,,,,,,,N/A,N/A,,,
Ichimonji,4,58,T4,,Sword,"Corsair Sword",,1x3,,1,,,,https://poedb.tw/us/Ichimonji,https://www.poewiki.net/wiki/Ichimonji,,,,,,,N/A,N/A,,,
"Ikiaho's Promise",5,31,T5,,Amulet,"Coral Amulet",,1x1,,1,,,,https://poedb.tw/us/Ikiahos_Promise,https://www.poewiki.net/wiki/Ikiaho%27s_Promise,,,,,,,N/A,N/A,,,
"Immortal Flesh",5,50,T5,,Belt,"Leather Belt",,2x1,,1,,,,https://poedb.tw/us/Immortal_Flesh,https://www.poewiki.net/wiki/Immortal_Flesh,,,,,,,N/A,N/A,,,
"Immutable Force",2,20,T2,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Immutable_Force,https://www.poewiki.net/wiki/Immutable_Force,,,,,,,N/A,N/A,,,
"Impossible Escape",3,20,Uber,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Impossible_Escape,https://www.poewiki.net/wiki/Impossible_Escape,,,,,,,N/A,N/A,,,
Impresence,3,80,Pinnacle,Physical,Amulet,"Onyx Amulet",elder,1x1,,1,,,,https://poedb.tw/us/Impresence,https://www.poewiki.net/wiki/Impresence,,,,,,,N/A,N/A,,,
Impresence,3,80,Pinnacle,Lightning,Amulet,"Onyx Amulet",elder,1x1,,1,,,,https://poedb.tw/us/Impresence,https://www.poewiki.net/wiki/Impresence,,,,,,,N/A,N/A,,,
Impresence,3,80,Pinnacle,Cold,Amulet,"Onyx Amulet",elder,1x1,,1,,,,https://poedb.tw/us/Impresence,https://www.poewiki.net/wiki/Impresence,,,,,,,N/A,N/A,,,
Impresence,3,80,Pinnacle,Fire,Amulet,"Onyx Amulet",elder,1x1,,1,,,,https://poedb.tw/us/Impresence,https://www.poewiki.net/wiki/Impresence,,,,,,,N/A,N/A,,,
Impresence,3,80,Pinnacle,Chaos,Amulet,"Onyx Amulet",elder,1x1,,1,,,,https://poedb.tw/us/Impresence,https://www.poewiki.net/wiki/Impresence,,,,,,,N/A,N/A,,,
"Incandescent Heart",3,70,T3,,"Body Armour","Saintly Chainmail",,2x3,,1,,,,https://poedb.tw/us/Incandescent_Heart,https://www.poewiki.net/wiki/Incandescent_Heart,,,,,,,N/A,N/A,,,
Indigon,2,69,Pinnacle,,Helmet,"Hubris Circlet",eldershaper,2x2,,1,,,,https://poedb.tw/us/Indigon,https://www.poewiki.net/wiki/Indigon,,,,,,,N/A,N/A,,,
