name,tier,grouping,disambiguation,category,baseItem,baseInfluences,dimensions,retired,owned,altOwned,relic,updated,poedbUrl,poewikilink,foundBy,foundDateUTC,score,doubleCorrupted,enchanted,quality,grading,location,doubleInfluenced,sixLinked,whiteSocketCount
"Carnage Heart",5,T5,,Amulet,"Onyx Amulet",,1x1,,0,,,,https://poedb.tw/us/Carnage_Heart,https://www.poewiki.net/wiki/Carnage_Heart,,,,,,,,N/A,,,
"Ceaseless Feast",,Boss,,Gloves,"Spiked Gloves",,2x2,,0,,,,https://poedb.tw/us/Ceaseless_Feast,https://www.poewiki.net/wiki/Ceaseless_Feast,,,,,,,,N/A,,,
"Ceinture of Benevolence",4,T4,,Belt,"Cloth Belt",,2x1,,0,,,,https://poedb.tw/us/Ceinture_of_Benevolence,https://www.poewiki.net/wiki/Ceinture_of_Benevolence,,,,,,,,N/A,,,
"Cerberus Limb",,League,,Mace,"Blood Sceptre",,2x3,,0,,,,https://poedb.tw/us/Cerberus_Limb,https://www.poewiki.net/wiki/Cerberus_Limb,,,,,,,,N/A,,,
"Chain of Endurance",5,T5,,Belt,"Chain Belt",,2x1,,0,,,,https://poedb.tw/us/Chain_of_Endurance,https://www.poewiki.net/wiki/Chain_of_Endurance,,,,,,,,N/A,,,
"Chains of Command",3,T3,,"Body Armour","Saintly Chainmail",,2x3,,0,,,,https://poedb.tw/us/Chains_of_Command,https://www.poewiki.net/wiki/Chains_of_Command,,,,,,,,N/A,,,
"Chains of Emancipation",,League,,Belt,"Chain Belt",,2x1,,0,,,,https://poedb.tw/us/Chains_of_Emancipation,https://www.poewiki.net/wiki/Chains_of_Emancipation,,,,,,,,N/A,,,
"Chalice of Horrors",4,T4,,Shield,"War Buckler",,2x2,,0,,,,https://poedb.tw/us/Chalice_of_Horrors,https://www.poewiki.net/wiki/Chalice_of_Horrors,,,,,,,,N/A,,,
"Chernobog's Pillar",5,T5,,Shield,"Ebony Tower Shield",,2x4,,0,,,,https://poedb.tw/us/Chernobogs_Pillar,https://www.poewiki.net/wiki/Chernobog%27s_Pillar,,,,,,,,N/A,,,
"Cherrubim's Maleficence",4,T4,,"Body Armour","Triumphant Lamellar",,2x3,,0,,,,https://poedb.tw/us/Cherrubims_Maleficence,https://www.poewiki.net/wiki/Cherrubim%27s_Maleficence,,,,,,,,N/A,,,
"Chill of Corruption",,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,0,,,,https://poedb.tw/us/Chill_of_Corruption,https://www.poewiki.net/wiki/Chill_of_Corruption,,,,,,,,N/A,,,
"Chin Sol",5,T5,,Bow,"Assassin Bow",,2x4,,0,,,,https://poedb.tw/us/Chin_Sol,https://www.poewiki.net/wiki/Chin_Sol,,,,,,,,N/A,,,
"Chitus' Apex",3,T3,,Helmet,"Necromancer Circlet",,2x2,,0,,,,https://poedb.tw/us/Chitus_Apex,https://www.poewiki.net/wiki/Chitus%27_Apex,,,,,,,,N/A,,,
"Chober Chaber",5,T5,,Mace,"Great Mallet",,2x4,,0,,,,https://poedb.tw/us/Chober_Chaber,https://www.poewiki.net/wiki/Chober_Chaber,,,,,,,,N/A,,,
"Choir of the Storm",,League,,Amulet,"Lapis Amulet",,1x1,,0,,,,https://poedb.tw/us/Choir_of_the_Storm,https://www.poewiki.net/wiki/Choir_of_the_Storm,,,,,,,,N/A,,,
"Cinderswallow Urn",,League,,Flask,"Silver Flask",veiled,1x2,,0,,,,https://poedb.tw/us/Cinderswallow_Urn,https://www.poewiki.net/wiki/Cinderswallow_Urn,,,,,,,,N/A,,,
"Circle of Anguish",,League,,Ring,"Ruby Ring",synthesised,1x1,,0,,,,https://poedb.tw/us/Circle_of_Anguish,https://www.poewiki.net/wiki/Circle_of_Anguish,,,,,,,,N/A,,,
"Circle of Fear",,League,,Ring,"Sapphire Ring",synthesised,1x1,,0,,,,https://poedb.tw/us/Circle_of_Fear,https://www.poewiki.net/wiki/Circle_of_Fear,,,,,,,,N/A,,,
"Circle of Guilt",,League,,Ring,"Iron Ring",synthesised,1x1,,0,,,,https://poedb.tw/us/Circle_of_Guilt,https://www.poewiki.net/wiki/Circle_of_Guilt,,,,,,,,N/A,,,
"Circle of Nostalgia",,League,,Ring,"Amethyst Ring",synthesised,1x1,,0,,,,https://poedb.tw/us/Circle_of_Nostalgia,https://www.poewiki.net/wiki/Circle_of_Nostalgia,,,,,,,,N/A,,,
"Circle of Regret",,League,,Ring,"Topaz Ring",synthesised,1x1,,0,,,,https://poedb.tw/us/Circle_of_Regret,https://www.poewiki.net/wiki/Circle_of_Regret,,,,,,,,N/A,,,
Clayshaper,5,T5,,Mace,"Rock Breaker",,2x3,,0,,,,https://poedb.tw/us/Clayshaper,https://www.poewiki.net/wiki/Clayshaper,,,,,,,,N/A,,,
"Cloak of Defiance",2,T2,,"Body Armour","Lacquered Garb",,2x3,,0,,,,https://poedb.tw/us/Cloak_of_Defiance,https://www.poewiki.net/wiki/Cloak_of_Defiance,,,,,,,,N/A,,,
"Cloak of Flame",3,T3,,"Body Armour","Scholar's Robe",,2x3,,0,,,,https://poedb.tw/us/Cloak_of_Flame,https://www.poewiki.net/wiki/Cloak_of_Flame,,,,,,,,N/A,,,
"Cloak of Tawm'r Isley",,League,,"Body Armour","Savant's Robe",,2x3,,0,,,,https://poedb.tw/us/Cloak_of_Tawmr_Isley,https://www.poewiki.net/wiki/Cloak_of_Tawm%27r_Isley,,,,,,,,N/A,,,
"Cold Iron Point",3,T3,,Dagger,"Ezomyte Dagger",,1x3,,0,,,,https://poedb.tw/us/Cold_Iron_Point,https://www.poewiki.net/wiki/Cold_Iron_Point,,,,,,,,N/A,,,
"Combat Focus",,Recipe,Cold,Jewel,"Crimson Jewel",,1x1,,0,,,,https://poedb.tw/us/Combat_Focus,https://www.poewiki.net/wiki/Combat_Focus,,,,,,,,N/A,,,
"Combat Focus",,Recipe,Lightning,Jewel,"Viridian Jewel",,1x1,,0,,,,https://poedb.tw/us/Combat_Focus,https://www.poewiki.net/wiki/Combat_Focus,,,,,,,,N/A,,,
"Combat Focus",,Recipe,Fire,Jewel,"Cobalt Jewel",,1x1,,0,,,,https://poedb.tw/us/Combat_Focus,https://www.poewiki.net/wiki/Combat_Focus,,,,,,,,N/A,,,
"Command of the Pit",,League,,Gloves,"Riveted Gloves",,2x2,,0,,,,https://poedb.tw/us/Command_of_the_Pit,https://www.poewiki.net/wiki/Command_of_the_Pit,,,,,,,,N/A,,,
"Contract: Breaking the Unbreakable",,League,,Contract,"Preventative Contract",,1x1,,0,,,,https://poedb.tw/us/Contract%3A_Breaking_the_Unbreakable,https://www.poewiki.net/wiki/Contract:_Breaking_the_Unbreakable,,,,,,,,N/A,,,
"Contract: Death to Darnaw",,League,,Contract,"Naval Contract",,1x1,,0,,,,https://poedb.tw/us/Contract%3A_Death_to_Darnaw,https://www.poewiki.net/wiki/Contract:_Death_to_Darnaw,,,,,,,,N/A,,,
"Contract: Heart of Glory",,League,,Contract,"Familial Contract",,1x1,,0,,,,https://poedb.tw/us/Contract%3A_Heart_of_Glory,https://www.poewiki.net/wiki/Contract:_Heart_of_Glory,,,,,,,,N/A,,,
"Contract: The Slaver King",,League,,Contract,"Vigilante Contract",,1x1,,0,,,,https://poedb.tw/us/Contract%3A_The_Slaver_King,https://www.poewiki.net/wiki/Contract:_The_Slaver_King,,,,,,,,N/A,,,
"Contract: The Twins",,League,,Contract,"Vengeful Contract",,1x1,,0,,,,https://poedb.tw/us/Contract%3A_The_Twins,https://www.poewiki.net/wiki/Contract:_The_Twins,,,,,,,,N/A,,,
"Coralito's Signature",4,T4,,Flask,"Diamond Flask",,1x2,,0,,,,https://poedb.tw/us/Coralitos_Signature,https://www.poewiki.net/wiki/Coralito%27s_Signature,,,,,,,,N/A,,,
Corpsewalker,2,T2,,Boots,"Carnal Boots",,2x2,,0,,,,https://poedb.tw/us/Corpsewalker,https://www.poewiki.net/wiki/Corpsewalker,,,,,,,,N/A,,,
Cortex,,Boss,,Map,"Synthesised Map",,1x1,,0,,,,https://poedb.tw/us/Cortex,https://www.poewiki.net/wiki/Cortex,,,,,,,,N/A,,,
"Coruscating Elixir",,Limited,,Flask,"Ruby Flask",,1x2,,0,,,,https://poedb.tw/us/Coruscating_Elixir,https://www.poewiki.net/wiki/Coruscating_Elixir,,,,,,,,N/A,,,
"Cospri's Malice",2,T2,,Sword,"Jewelled Foil",,1x4,,0,,,,https://poedb.tw/us/Cospris_Malice,https://www.poewiki.net/wiki/Cospri%27s_Malice,,,,,,,,N/A,,,
"Cospri's Will",3,T3,,"Body Armour","Assassin's Garb",,2x3,,0,,,,https://poedb.tw/us/Cospris_Will,https://www.poewiki.net/wiki/Cospri%27s_Will,,,,,,,,N/A,,,
"Coward's Chains",,League,,Belt,"Chain Belt",,2x1,,0,,,,https://poedb.tw/us/Cowards_Chains,https://www.poewiki.net/wiki/Coward%27s_Chains,,,,,,,,N/A,,,
"Coward's Legacy",,League,,Belt,"Chain Belt",,2x1,,0,,,,https://poedb.tw/us/Cowards_Legacy,https://www.poewiki.net/wiki/Coward%27s_Legacy,,,,,,,,N/A,,,
"Cowl of the Ceraunophile",,League,,Helmet,"Solaris Circlet",,2x2,,0,,,,https://poedb.tw/us/Cowl_of_the_Ceraunophile,https://www.poewiki.net/wiki/Cowl_of_the_Ceraunophile,,,,,,,,N/A,,,
"Cowl of the Cryophile",,League,,Helmet,"Silken Hood",,2x2,,0,,,,https://poedb.tw/us/Cowl_of_the_Cryophile,https://www.poewiki.net/wiki/Cowl_of_the_Cryophile,,,,,,,,N/A,,,
"Cowl of the Thermophile",,League,,Helmet,"Ezomyte Burgonet",,2x2,,0,,,,https://poedb.tw/us/Cowl_of_the_Thermophile,https://www.poewiki.net/wiki/Cowl_of_the_Thermophile,,,,,,,,N/A,,,
Craghead,5,T5,,Quiver,"Serrated Arrow Quiver",,2x3,,0,,,,https://poedb.tw/us/Craghead,https://www.poewiki.net/wiki/Craghead,,,,,,,,N/A,,,
"Craiceann's Carapace",,League,,"Body Armour","Golden Plate",,2x3,,0,,,,https://poedb.tw/us/Craiceanns_Carapace,https://www.poewiki.net/wiki/Craiceann%27s_Carapace,,,,,,,,N/A,,,
"Craiceann's Chitin",,League,,Helmet,"Magistrate Crown",,2x2,,0,,,,https://poedb.tw/us/Craiceanns_Chitin,https://www.poewiki.net/wiki/Craiceann%27s_Chitin,,,,,,,,N/A,,,
"Craiceann's Pincers",,League,,Gloves,"Titan Gauntlets",,2x2,,0,,,,https://poedb.tw/us/Craiceanns_Pincers,https://www.poewiki.net/wiki/Craiceann%27s_Pincers,,,,,,,,N/A,,,
"Craiceann's Tracks",,League,,Boots,"Goliath Greaves",,2x2,,0,,,,https://poedb.tw/us/Craiceanns_Tracks,https://www.poewiki.net/wiki/Craiceann%27s_Tracks,,,,,,,,N/A,,,
"Crest of Desire",,League,,Helmet,"Fluted Bascinet",,2x2,,0,,,,https://poedb.tw/us/Crest_of_Desire,https://www.poewiki.net/wiki/Crest_of_Desire,,,,,,,,N/A,,,
"Crest of Perandus",5,T5,,Shield,"Pine Buckler",,2x2,,0,,,,https://poedb.tw/us/Crest_of_Perandus,https://www.poewiki.net/wiki/Crest_of_Perandus,,,,,,,,N/A,,,
"Crown of Eyes",3,T3,,Helmet,"Hubris Circlet",,2x2,,0,,,,https://poedb.tw/us/Crown_of_Eyes,https://www.poewiki.net/wiki/Crown_of_Eyes,,,,,,,,N/A,,,
"Crown of the Inward Eye",,Pinnacle,,Helmet,"Prophet Crown",,2x2,,0,,,,https://poedb.tw/us/Crown_of_the_Inward_Eye,https://www.poewiki.net/wiki/Crown_of_the_Inward_Eye,,,,,,,,N/A,,,
"Crown of the Pale King",4,T4,,Helmet,"Regicide Mask",,2x2,,0,,,,https://poedb.tw/us/Crown_of_the_Pale_King,https://www.poewiki.net/wiki/Crown_of_the_Pale_King,,,,,,,,N/A,,,
"Crown of the Tyrant",,League,,Helmet,"Magistrate Crown",,2x2,,0,,,,https://poedb.tw/us/Crown_of_the_Tyrant,https://www.poewiki.net/wiki/Crown_of_the_Tyrant,,,,,,,,N/A,,,
"Crown of Thorns",5,T5,,Helmet,"Vine Circlet",,2x2,,0,,,,https://poedb.tw/us/Crown_of_Thorns,https://www.poewiki.net/wiki/Crown_of_Thorns,,,,,,,,N/A,,,
"Crystallised Omniscience",,Pinnacle,,Amulet,"Onyx Amulet",,1x1,,0,,,,https://poedb.tw/us/Crystallised_Omniscience,https://www.poewiki.net/wiki/Crystallised_Omniscience,,,,,,,,N/A,,,
"Curtain Call",4,T4,,Helmet,"Plague Mask",,2x2,,0,,,,https://poedb.tw/us/Curtain_Call,https://www.poewiki.net/wiki/Curtain_Call,,,,,,,,N/A,,,
"Cybil's Paw",5,T5,,Claw,"Thresher Claw",,2x2,,0,,,,https://poedb.tw/us/Cybils_Paw,https://www.poewiki.net/wiki/Cybil%27s_Paw,,,,,,,,N/A,,,
"Cyclopean Coil",,Pinnacle,,Belt,"Leather Belt",elder,2x1,,0,,,,https://poedb.tw/us/Cyclopean_Coil,https://www.poewiki.net/wiki/Cyclopean_Coil,,,,,,,,N/A,,,
"Dance of the Offered",,League,,Boots,"Carnal Boots",,2x2,,0,,,,https://poedb.tw/us/Dance_of_the_Offered,https://www.poewiki.net/wiki/Dance_of_the_Offered,,,,,,,,N/A,,,
"Daresso's Courage",3,T3,,Shield,"Baroque Round Shield",,2x3,,0,,,,https://poedb.tw/us/Daressos_Courage,https://www.poewiki.net/wiki/Daresso%27s_Courage,,,,,,,,N/A,,,
"Daresso's Defiance",3,T3,,"Body Armour","Full Dragonscale",,2x3,,0,,,,https://poedb.tw/us/Daressos_Defiance,https://www.poewiki.net/wiki/Daresso%27s_Defiance,,,,,,,,N/A,,,
"Daresso's Passion",5,T5,,Sword,Estoc,,1x4,,0,,,,https://poedb.tw/us/Daressos_Passion,https://www.poewiki.net/wiki/Daresso%27s_Passion,,,,,,,,N/A,,,
"Daresso's Salute",5,T5,,Amulet,"Citrine Amulet",,1x1,,0,,,,https://poedb.tw/us/Daressos_Salute,https://www.poewiki.net/wiki/Daresso%27s_Salute,,,,,,,,N/A,,,
"Darkness Enthroned",,League,,Belt,"Stygian Vise",,2x1,,0,"SSF Affliction",,,https://poedb.tw/us/Darkness_Enthroned,https://www.poewiki.net/wiki/Darkness_Enthroned,,,,,,,,N/A,,,
"Darkray Vectors",4,T4,,Boots,"Dragonscale Boots",,2x2,,0,,,,https://poedb.tw/us/Darkray_Vectors,https://www.poewiki.net/wiki/Darkray_Vectors,,,,,,,,N/A,,,
Darkscorn,2,T2,,Bow,"Assassin Bow",,2x4,,0,,,,https://poedb.tw/us/Darkscorn,https://www.poewiki.net/wiki/Darkscorn,,,,,,,,N/A,,,
Dawnbreaker,,Pinnacle,,Shield,"Colossal Tower Shield",,2x4,,0,,,,https://poedb.tw/us/Dawnbreaker,https://www.poewiki.net/wiki/Dawnbreaker,,,,,,,,N/A,,,
Dawnstrider,,Pinnacle,,Boots,"Vaal Greaves",,2x2,,0,,,,https://poedb.tw/us/Dawnstrider,https://www.poewiki.net/wiki/Dawnstrider,,,,,,,,N/A,,,
"Dead Reckoning",2,T2,,Jewel,"Cobalt Jewel",,1x1,,0,,,,https://poedb.tw/us/Dead_Reckoning,https://www.poewiki.net/wiki/Dead_Reckoning,,,,,,,,N/A,,,
"Death and Taxes",4,T4,,Map,"Necropolis Map",,1x1,,0,,,,https://poedb.tw/us/Death_and_Taxes,https://www.poewiki.net/wiki/Death_and_Taxes,,,,,,,,N/A,,,
"Death Rush",2,T2,,Ring,"Amethyst Ring",,1x1,,0,,,,https://poedb.tw/us/Death_Rush,https://www.poewiki.net/wiki/Death_Rush,,,,,,,,N/A,,,
"Death's Door",,League,,Boots,"Crusader Boots",,2x2,,0,,,,https://poedb.tw/us/Deaths_Door,https://www.poewiki.net/wiki/Death%27s_Door,,,,,,,,N/A,,,
"Death's Hand",5,T5,,Mace,"Karui Sceptre",,2x3,,0,,,,https://poedb.tw/us/Deaths_Hand,https://www.poewiki.net/wiki/Death%27s_Hand,,,,,,,,N/A,,,
"Death's Harp",3,T3,,Bow,"Death Bow",,2x4,,0,,,,https://poedb.tw/us/Deaths_Harp,https://www.poewiki.net/wiki/Death%27s_Harp,,,,,,,,N/A,,,
"Death's Oath",3,T3,,"Body Armour","Astral Plate",,2x3,,0,,,,https://poedb.tw/us/Deaths_Oath,https://www.poewiki.net/wiki/Death%27s_Oath,,,,,,,,N/A,,,
"Debeon's Dirge",5,T5,,Axe,"Despot Axe",,2x4,,0,,,,https://poedb.tw/us/Debeons_Dirge,https://www.poewiki.net/wiki/Debeon%27s_Dirge,,,,,,,,N/A,,,
Deerstalker,5,T5,,Boots,"Deerskin Boots",,2x2,,0,,,,https://poedb.tw/us/Deerstalker,https://www.poewiki.net/wiki/Deerstalker,,,,,,,,N/A,,,
"Defiance of Destiny",1,T1,,Amulet,"Paua Amulet",,1x1,,0,,,,https://poedb.tw/us/Defiance_of_Destiny,https://www.poewiki.net/wiki/Defiance_of_Destiny,,,,,,,,N/A,,,
Deidbell,3,T3,,Helmet,"Gilded Sallet",,2x2,,0,,,,https://poedb.tw/us/Deidbell,https://www.poewiki.net/wiki/Deidbell,,,,,,,,N/A,,,
"Demon Stitcher",4,T4,,Gloves,"Satin Gloves",,2x2,,0,,,,https://poedb.tw/us/Demon_Stitcher,https://www.poewiki.net/wiki/Demon_Stitcher,,,,,,,,N/A,,,
Dendrobate,4,T4,,"Body Armour","Sentinel Jacket",,2x3,,0,,,,https://poedb.tw/us/Dendrobate,https://www.poewiki.net/wiki/Dendrobate,,,,,,,,N/A,,,
"Devoto's Devotion",5,T5,,Helmet,"Nightmare Bascinet",,2x2,,0,,,,https://poedb.tw/us/Devotos_Devotion,https://www.poewiki.net/wiki/Devoto%27s_Devotion,,,,,,,,N/A,,,
"Dialla's Malefaction",1,T1,,"Body Armour","Sage's Robe",,2x3,,0,,,,https://poedb.tw/us/Diallas_Malefaction,https://www.poewiki.net/wiki/Dialla%27s_Malefaction,,,,,,,,N/A,,,
Disintegrator,,Pinnacle,,Staff,"Maelström Staff",eldershaper,2x4,,0,,,,https://poedb.tw/us/Disintegrator,https://www.poewiki.net/wiki/Disintegrator,,,,,,,,N/A,,,
"Dissolution of the Flesh",,Pinnacle,,Jewel,"Crimson Jewel",,1x1,,0,,,,https://poedb.tw/us/Dissolution_of_the_Flesh,https://www.poewiki.net/wiki/Dissolution_of_the_Flesh,,,,,,,,N/A,,,
Divinarius,0,T0,,Dagger,"Imperial Skean",,1x3,,0,,,,https://poedb.tw/us/Divinarius,https://www.poewiki.net/wiki/Divinarius,,,,,,,,N/A,,,
"Divination Distillate",3,T3,,Flask,"Large Hybrid Flask",,1x2,,0,,,,https://poedb.tw/us/Divination_Distillate,https://www.poewiki.net/wiki/Divination_Distillate,,,,,,,,N/A,,,
"Doedre's Damning",4,T4,,Ring,"Paua Ring",,1x1,,0,,,,https://poedb.tw/us/Doedres_Damning,https://www.poewiki.net/wiki/Doedre%27s_Damning,,,,,,,,N/A,,,
"Doedre's Elixir",5,T5,,Flask,"Greater Mana Flask",,1x2,,0,,,,https://poedb.tw/us/Doedres_Elixir,https://www.poewiki.net/wiki/Doedre%27s_Elixir,,,,,,,,N/A,,,
"Doedre's Scorn",4,T4,,Helmet,"Lunaris Circlet",,2x2,,0,,,,https://poedb.tw/us/Doedres_Scorn,https://www.poewiki.net/wiki/Doedre%27s_Scorn,,,,,,,,N/A,,,
"Doedre's Skin",2,T2,,"Body Armour","Widowsilk Robe",,2x3,,0,,,,https://poedb.tw/us/Doedres_Skin,https://www.poewiki.net/wiki/Doedre%27s_Skin,,,,,,,,N/A,,,
"Doedre's Tenure",5,T5,,Gloves,"Velvet Gloves",,2x2,,0,,,,https://poedb.tw/us/Doedres_Tenure,https://www.poewiki.net/wiki/Doedre%27s_Tenure,,,,,,,,N/A,,,
"Doedre's Tongue",3,T3,,Amulet,"Lapis Amulet",,1x1,,0,,,,https://poedb.tw/us/Doedres_Tongue,https://www.poewiki.net/wiki/Doedre%27s_Tongue,,,,,,,,N/A,,,
Doomfletch,3,T3,,Bow,"Royal Bow",,2x4,,0,,,,https://poedb.tw/us/Doomfletch,https://www.poewiki.net/wiki/Doomfletch,,,,,,,,N/A,,,
Doomsower,3,T3,,Sword,"Lion Sword",,2x4,,0,,,,https://poedb.tw/us/Doomsower,https://www.poewiki.net/wiki/Doomsower,,,,,,,,N/A,,,
"Doon Cuebiyari",3,T3,,Mace,"Vaal Sceptre",,2x3,,0,,,,https://poedb.tw/us/Doon_Cuebiyari,https://www.poewiki.net/wiki/Doon_Cuebiyari,,,,,,,,N/A,,,
"Doppelgänger Guise",,Pinnacle,,"Body Armour","Sadist Garb",,2x3,,0,,,,https://poedb.tw/us/Doppelg%C3%A4nger_Guise,https://www.poewiki.net/wiki/Doppelgänger_Guise,,,,,,,,N/A,,,
"Doryani's Catalyst",,Boss,,Mace,"Vaal Sceptre",,2x3,,0,,,,https://poedb.tw/us/Doryanis_Catalyst,https://www.poewiki.net/wiki/Doryani%27s_Catalyst,,,,,,,,N/A,,,
"Doryani's Delusion",,Boss,Armour,Boots,"Titan Greaves",,2x2,,0,,,,https://poedb.tw/us/Doryanis_Delusion,https://www.poewiki.net/wiki/Doryani%27s_Delusion,,,,,,,,N/A,,,
"Doryani's Delusion",,Boss,Evasion,Boots,"Slink Boots",,2x2,,0,,,,https://poedb.tw/us/Doryanis_Delusion,https://www.poewiki.net/wiki/Doryani%27s_Delusion,,,,,,,,N/A,,,
"Doryani's Delusion",,Boss,"Energy Shield",Boots,"Sorcerer Boots",,2x2,,0,,,,https://poedb.tw/us/Doryanis_Delusion,https://www.poewiki.net/wiki/Doryani%27s_Delusion,,,,,,,,N/A,,,
"Doryani's Fist",2,T2,,Gloves,"Vaal Gauntlets",,2x2,,0,,,,https://poedb.tw/us/Doryanis_Fist,https://www.poewiki.net/wiki/Doryani%27s_Fist,,,,,,,,N/A,,,
"Doryani's Invitation",,Boss,,Belt,"Heavy Belt",,2x1,,0,,,,https://poedb.tw/us/Doryanis_Invitation,https://www.poewiki.net/wiki/Doryani%27s_Invitation,,,,,,,,N/A,,,
"Doryani's Machinarium",,League,,Map,"Maze Map",,1x1,,0,,,,https://poedb.tw/us/Doryanis_Machinarium,https://www.poewiki.net/wiki/Doryani%27s_Machinarium,,,,,,,,N/A,,,
"Doryani's Prototype",2,T2,,"Body Armour","Saint's Hauberk",,2x3,,0,,,,https://poedb.tw/us/Doryanis_Prototype,https://www.poewiki.net/wiki/Doryani%27s_Prototype,,,,,,,,N/A,,,
Dreadarc,5,T5,,Axe,Cleaver,,2x3,,0,,,,https://poedb.tw/us/Dreadarc,https://www.poewiki.net/wiki/Dreadarc,,,,,,,,N/A,,,
"Dream Fragments",3,T3,,Ring,"Sapphire Ring",,1x1,,0,,,,https://poedb.tw/us/Dream_Fragments,https://www.poewiki.net/wiki/Dream_Fragments,,,,,,,,N/A,,,
Dreamfeather,3,T3,,Sword,"Eternal Sword",,2x3,,0,,,,https://poedb.tw/us/Dreamfeather,https://www.poewiki.net/wiki/Dreamfeather,,,,,,,,N/A,,,
Drillneck,4,T4,,Quiver,"Penetrating Arrow Quiver",,2x3,,0,,,,https://poedb.tw/us/Drillneck,https://www.poewiki.net/wiki/Drillneck,,,,,,,,N/A,,,
Duskdawn,,Recipe,,Staff,"Maelström Staff",,2x4,,0,,,,https://poedb.tw/us/Duskdawn,https://www.poewiki.net/wiki/Duskdawn,,,,,,,,N/A,,,
Dusktoe,5,T5,,Boots,"Ironscale Boots",,2x2,,0,,,,https://poedb.tw/us/Dusktoe,https://www.poewiki.net/wiki/Dusktoe,,,,,,,,N/A,,,
"Dyadian Dawn",3,T3,,Belt,"Heavy Belt",,2x1,,0,"SSF Affliction",,,https://poedb.tw/us/Dyadian_Dawn,https://www.poewiki.net/wiki/Dyadian_Dawn,,,,,,,,N/A,,,
Dyadus,4,T4,,Axe,"Infernal Axe",,2x3,,0,,,,https://poedb.tw/us/Dyadus,https://www.poewiki.net/wiki/Dyadus,,,,,,,,N/A,,,
"Dying Breath",5,T5,,Staff,"Iron Staff",,2x4,,0,,,,https://poedb.tw/us/Dying_Breath,https://www.poewiki.net/wiki/Dying_Breath,,,,,,,,N/A,,,
"Dying Sun",,Pinnacle,,Flask,"Ruby Flask",,1x2,,0,,,,https://poedb.tw/us/Dying_Sun,https://www.poewiki.net/wiki/Dying_Sun,,,,,,,,N/A,,,
"Earendel's Embrace",5,T5,,Mace,"Grinning Fetish",,2x3,,0,,,,https://poedb.tw/us/Earendels_Embrace,https://www.poewiki.net/wiki/Earendel%27s_Embrace,,,,,,,,N/A,,,
"Eber's Unification",4,T4,,Helmet,"Hubris Circlet",,2x2,,0,,,,https://poedb.tw/us/Ebers_Unification,https://www.poewiki.net/wiki/Eber%27s_Unification,,,,,,,,N/A,,,
"Echoes of Creation",,Pinnacle,,Helmet,"Royal Burgonet",shaper,2x2,,0,,,,https://poedb.tw/us/Echoes_of_Creation,https://www.poewiki.net/wiki/Echoes_of_Creation,,,,,,,,N/A,,,
Echoforge,,Pinnacle,,Sword,"Infernal Sword",,2x4,,0,,,,https://poedb.tw/us/Echoforge,https://www.poewiki.net/wiki/Echoforge,,,,,,,,N/A,,,
"Eclipse Solaris",5,T5,,Wand,"Engraved Wand",,1x3,,0,,,,https://poedb.tw/us/Eclipse_Solaris,https://www.poewiki.net/wiki/Eclipse_Solaris,,,,,,,,N/A,,,
"Edge of Madness",4,T4,,Sword,"Etched Greatsword",,2x4,,0,,,,https://poedb.tw/us/Edge_of_Madness,https://www.poewiki.net/wiki/Edge_of_Madness,,,,,,,,N/A,,,
"Efficient Training",4,Vaal_Orb,,Jewel,"Crimson Jewel",,1x1,,0,,,,https://poedb.tw/us/Efficient_Training,https://www.poewiki.net/wiki/Efficient_Training,,,,,,,,N/A,,,
"Elegant Hubris",,League,,Jewel,"Timeless Jewel",,1x1,,0,,,,https://poedb.tw/us/Elegant_Hubris,https://www.poewiki.net/wiki/Elegant_Hubris,,,,,,,,N/A,,,
Elevore,5,T5,,Helmet,"Wolf Pelt",,2x2,,0,,,,https://poedb.tw/us/Elevore,https://www.poewiki.net/wiki/Elevore,,,,,,,,N/A,,,
"Elixir of the Unbroken Circle",,League,,Flask,"Iron Flask",,1x2,,0,,,,https://poedb.tw/us/Elixir_of_the_Unbroken_Circle,https://www.poewiki.net/wiki/Elixir_of_the_Unbroken_Circle,,,,,,,,N/A,,,
Emberwake,3,T3,,Ring,"Ruby Ring",,1x1,,0,,,,https://poedb.tw/us/Emberwake,https://www.poewiki.net/wiki/Emberwake,,,,,,,,N/A,,,
"Emperor's Cunning",,League,,Jewel,"Viridian Jewel",,1x1,,0,,,,https://poedb.tw/us/Emperors_Cunning,https://www.poewiki.net/wiki/Emperor%27s_Cunning,,,,,,,,N/A,,,
"Emperor's Mastery",,League,,Jewel,"Prismatic Jewel",,1x1,,0,,,,https://poedb.tw/us/Emperors_Mastery,https://www.poewiki.net/wiki/Emperor%27s_Mastery,,,,,,,,N/A,,,
"Emperor's Might",,League,,Jewel,"Crimson Jewel",,1x1,,0,,,,https://poedb.tw/us/Emperors_Might,https://www.poewiki.net/wiki/Emperor%27s_Might,,,,,,,,N/A,,,
"Emperor's Vigilance",2,T2,,Shield,"Steel Kite Shield",,2x3,,0,,,,https://poedb.tw/us/Emperors_Vigilance,https://www.poewiki.net/wiki/Emperor%27s_Vigilance,,,,,,,,N/A,,,
"Emperor's Wit",,League,,Jewel,"Cobalt Jewel",,1x1,,0,,,,https://poedb.tw/us/Emperors_Wit,https://www.poewiki.net/wiki/Emperor%27s_Wit,,,,,,,,N/A,,,
